"No.","Time","Source","Destination","Protocol","Length","Source Port","Message Identifier","Destination Port","Info"
"256399","2303.411356549","192.168.15.8","130.185.238.170","MQTT","89","37665","","1883","Connect Command"
"256401","2303.491091896","192.168.15.8","130.185.238.170","MQTT","103","37665","1,2","1883","Subscribe Request (id=1) [devices-1], Publish Message (id=2) [devices-1]"
"256402","2303.491058330","130.185.238.170","192.168.15.8","MQTT","70","1883","","37665","Connect Ack"
"256405","2303.570350769","130.185.238.170","192.168.15.8","MQTT","71","1883","1","37665","Subscribe Ack (id=1)"
"256407","2303.650380435","130.185.238.170","192.168.15.8","MQTT","89","1883","2","37665","Publish Message [devices-1], Publish Ack (id=2)"
"256471","2307.359165791","192.168.15.8","130.185.238.170","MQTT","87","37665","3","1883","Publish Message (id=3) [devices-1]"
"256473","2307.438374067","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"256475","2307.518451994","130.185.238.170","192.168.15.8","MQTT","70","1883","3","37665","Publish Ack (id=3)"
"256593","2312.077159224","192.168.15.8","130.185.238.170","MQTT","87","37665","4","1883","Publish Message (id=4) [devices-1]"
"256595","2312.158468753","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"256598","2312.238383405","130.185.238.170","192.168.15.8","MQTT","70","1883","4","37665","Publish Ack (id=4)"
"256690","2317.926066571","192.168.15.8","130.185.238.170","MQTT","87","37665","5","1883","Publish Message (id=5) [devices-1]"
"256692","2318.006726351","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"256696","2318.086510352","130.185.238.170","192.168.15.8","MQTT","70","1883","5","37665","Publish Ack (id=5)"
"257328","2323.049267794","192.168.15.8","130.185.238.170","MQTT","87","37665","6","1883","Publish Message (id=6) [devices-1]"
"257329","2323.130828022","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"257331","2323.210549718","130.185.238.170","192.168.15.8","MQTT","70","1883","6","37665","Publish Ack (id=6)"
"257381","2326.961367153","192.168.15.8","130.185.238.170","MQTT","87","37665","7","1883","Publish Message (id=7) [devices-1]"
"257408","2327.042684661","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"257410","2327.122620622","130.185.238.170","192.168.15.8","MQTT","70","1883","7","37665","Publish Ack (id=7)"
"257478","2331.539454687","192.168.15.8","130.185.238.170","MQTT","87","37665","8","1883","Publish Message (id=8) [devices-1]"
"257481","2331.618739363","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"257483","2331.698733972","130.185.238.170","192.168.15.8","MQTT","70","1883","8","37665","Publish Ack (id=8)"
"257553","2334.996900578","192.168.15.8","130.185.238.170","MQTT","87","37665","9","1883","Publish Message (id=9) [devices-1]"
"257554","2335.074825469","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"257561","2335.154694126","130.185.238.170","192.168.15.8","MQTT","70","1883","9","37665","Publish Ack (id=9)"
"257647","2339.096052321","192.168.15.8","130.185.238.170","MQTT","87","37665","10","1883","Publish Message (id=10) [devices-1]"
"257648","2339.174999747","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"257650","2339.254851703","130.185.238.170","192.168.15.8","MQTT","70","1883","10","37665","Publish Ack (id=10)"
"257758","2343.575129341","192.168.15.8","130.185.238.170","MQTT","87","37665","11","1883","Publish Message (id=11) [devices-1]"
"257759","2343.655165082","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"257761","2343.734841377","130.185.238.170","192.168.15.8","MQTT","70","1883","11","37665","Publish Ack (id=11)"
"257806","2347.547052552","192.168.15.8","130.185.238.170","MQTT","87","37665","12","1883","Publish Message (id=12) [devices-1]"
"257807","2347.627483601","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"257809","2347.706969755","130.185.238.170","192.168.15.8","MQTT","70","1883","12","37665","Publish Ack (id=12)"
"258456","2349.252896220","192.168.15.8","130.185.238.170","MQTT","87","37665","13","1883","Publish Message (id=13) [devices-1]"
"258459","2349.331289087","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"258463","2349.410991920","130.185.238.170","192.168.15.8","MQTT","70","1883","13","37665","Publish Ack (id=13)"
"258656","2350.683228210","192.168.15.8","130.185.238.170","MQTT","87","37665","14","1883","Publish Message (id=14) [devices-1]"
"258657","2350.764133724","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"258659","2350.842991194","130.185.238.170","192.168.15.8","MQTT","70","1883","14","37665","Publish Ack (id=14)"
"258727","2353.113956655","192.168.15.8","130.185.238.170","MQTT","87","37665","15","1883","Publish Message (id=15) [devices-1]"
"258733","2353.196888864","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"258738","2353.275002894","130.185.238.170","192.168.15.8","MQTT","70","1883","15","37665","Publish Ack (id=15)"
"258898","2357.099376828","192.168.15.8","130.185.238.170","MQTT","87","37665","16","1883","Publish Message (id=16) [devices-1]"
"258899","2357.179580560","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"258901","2357.259029763","130.185.238.170","192.168.15.8","MQTT","70","1883","16","37665","Publish Ack (id=16)"
"258992","2361.678809462","192.168.15.8","130.185.238.170","MQTT","87","37665","17","1883","Publish Message (id=17) [devices-1]"
"258997","2361.758993673","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"259019","2361.839146205","130.185.238.170","192.168.15.8","MQTT","70","1883","17","37665","Publish Ack (id=17)"
"259475","2363.152170382","192.168.15.8","130.185.238.170","MQTT","87","37665","18","1883","Publish Message (id=18) [devices-1]"
"259495","2363.231354715","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"259499","2363.311131381","130.185.238.170","192.168.15.8","MQTT","70","1883","18","37665","Publish Ack (id=18)"
"259548","2364.312797755","192.168.15.8","130.185.238.170","MQTT","68","37665","","1883","Ping Request"
"259549","2364.391161425","130.185.238.170","192.168.15.8","MQTT","68","1883","","37665","Ping Response"
"259561","2366.029276191","192.168.15.8","130.185.238.170","MQTT","87","37665","19","1883","Publish Message (id=19) [devices-1]"
"259562","2366.107291887","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"259564","2366.189150215","130.185.238.170","192.168.15.8","MQTT","70","1883","19","37665","Publish Ack (id=19)"
"259580","2368.484351967","192.168.15.8","130.185.238.170","MQTT","87","37665","20","1883","Publish Message (id=20) [devices-1]"
"259581","2368.563396229","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"259583","2368.643352252","130.185.238.170","192.168.15.8","MQTT","70","1883","20","37665","Publish Ack (id=20)"
"259654","2372.321586529","192.168.15.8","130.185.238.170","MQTT","87","37665","21","1883","Publish Message (id=21) [devices-1]"
"259655","2372.399470440","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"259657","2372.479345260","130.185.238.170","192.168.15.8","MQTT","70","1883","21","37665","Publish Ack (id=21)"
"259683","2374.810004202","192.168.15.8","130.185.238.170","MQTT","87","37665","22","1883","Publish Message (id=22) [devices-1]"
"259744","2374.896456938","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"259746","2374.975281849","130.185.238.170","192.168.15.8","MQTT","70","1883","22","37665","Publish Ack (id=22)"
"260490","2378.715798661","192.168.15.8","130.185.238.170","MQTT","87","37665","23","1883","Publish Message (id=23) [devices-1]"
"260491","2378.797605780","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"260494","2378.875393637","130.185.238.170","192.168.15.8","MQTT","70","1883","23","37665","Publish Ack (id=23)"
"271272","2381.327152956","192.168.15.8","130.185.238.170","MQTT","87","37665","24","1883","Publish Message (id=24) [devices-1]"
"271273","2381.406929417","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"271275","2381.486811786","130.185.238.170","192.168.15.8","MQTT","70","1883","24","37665","Publish Ack (id=24)"
"271376","2384.741804776","192.168.15.8","130.185.238.170","MQTT","87","37665","25","1883","Publish Message (id=25) [devices-1]"
"271377","2384.822970100","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"271379","2384.902904319","130.185.238.170","192.168.15.8","MQTT","70","1883","25","37665","Publish Ack (id=25)"
"271518","2386.641217219","192.168.15.8","130.185.238.170","MQTT","87","37665","26","1883","Publish Message (id=26) [devices-1]"
"271522","2386.719071052","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"271524","2386.798873838","130.185.238.170","192.168.15.8","MQTT","70","1883","26","37665","Publish Ack (id=26)"
"271559","2388.137169644","192.168.15.8","130.185.238.170","MQTT","87","37665","27","1883","Publish Message (id=27) [devices-1]"
"271560","2388.215087202","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"271562","2388.294809340","130.185.238.170","192.168.15.8","MQTT","70","1883","27","37665","Publish Ack (id=27)"
"271576","2389.453847563","192.168.15.8","130.185.238.170","MQTT","87","37665","28","1883","Publish Message (id=28) [devices-1]"
"271577","2389.535044733","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"271579","2389.614973372","130.185.238.170","192.168.15.8","MQTT","70","1883","28","37665","Publish Ack (id=28)"
"271659","2394.446000877","192.168.15.8","130.185.238.170","MQTT","87","37665","29","1883","Publish Message (id=29) [devices-1]"
"271662","2394.527084527","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"271664","2394.606992777","130.185.238.170","192.168.15.8","MQTT","70","1883","29","37665","Publish Ack (id=29)"
"271723","2396.788603026","192.168.15.8","130.185.238.170","MQTT","87","37665","30","1883","Publish Message (id=30) [devices-1]"
"271725","2396.866930426","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"271727","2396.947013961","130.185.238.170","192.168.15.8","MQTT","70","1883","30","37665","Publish Ack (id=30)"
"271792","2398.497971292","192.168.15.8","130.185.238.170","MQTT","87","37665","31","1883","Publish Message (id=31) [devices-1]"
"271793","2398.579114773","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"271795","2398.656855305","130.185.238.170","192.168.15.8","MQTT","70","1883","31","37665","Publish Ack (id=31)"
"272517","2404.424789470","192.168.15.8","130.185.238.170","MQTT","87","37665","32","1883","Publish Message (id=32) [devices-1]"
"272525","2404.503353928","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"272528","2404.583114960","130.185.238.170","192.168.15.8","MQTT","70","1883","32","37665","Publish Ack (id=32)"
"273324","2409.373176314","192.168.15.8","130.185.238.170","MQTT","87","37665","33","1883","Publish Message (id=33) [devices-1]"
"273353","2409.451256817","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"273357","2409.531119542","130.185.238.170","192.168.15.8","MQTT","70","1883","33","37665","Publish Ack (id=33)"
"273417","2413.782423026","192.168.15.8","130.185.238.170","MQTT","87","37665","34","1883","Publish Message (id=34) [devices-1]"
"273418","2413.863340468","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"273421","2413.943254799","130.185.238.170","192.168.15.8","MQTT","70","1883","34","37665","Publish Ack (id=34)"
"274663","2419.886448313","192.168.15.8","130.185.238.170","MQTT","87","37665","35","1883","Publish Message (id=35) [devices-1]"
"274674","2419.967274324","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"274684","2420.047055856","130.185.238.170","192.168.15.8","MQTT","70","1883","35","37665","Publish Ack (id=35)"
"274946","2424.301112408","192.168.15.8","130.185.238.170","MQTT","87","37665","36","1883","Publish Message (id=36) [devices-1]"
"274949","2424.379621688","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"274951","2424.380064698","192.168.15.8","130.185.238.170","MQTT","68","37665","","1883","Ping Request"
"274955","2424.459400315","130.185.238.170","192.168.15.8","MQTT","70","1883","36","37665","Publish Ack (id=36)"
"274958","2424.579205444","130.185.238.170","192.168.15.8","MQTT","68","1883","","37665","Ping Response"
"274977","2426.620236961","192.168.15.8","130.185.238.170","MQTT","87","37665","37","1883","Publish Message (id=37) [devices-1]"
"274979","2426.699426521","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"274981","2426.779437463","130.185.238.170","192.168.15.8","MQTT","70","1883","37","37665","Publish Ack (id=37)"
"275026","2430.977771880","192.168.15.8","130.185.238.170","MQTT","87","37665","38","1883","Publish Message (id=38) [devices-1]"
"275028","2431.055330124","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"275030","2431.135282144","130.185.238.170","192.168.15.8","MQTT","70","1883","38","37665","Publish Ack (id=38)"
"275099","2434.688819881","192.168.15.8","130.185.238.170","MQTT","87","37665","39","1883","Publish Message (id=39) [devices-1]"
"275101","2434.767620948","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"275103","2434.847435228","130.185.238.170","192.168.15.8","MQTT","70","1883","39","37665","Publish Ack (id=39)"
"275116","2436.584012699","192.168.15.8","130.185.238.170","MQTT","87","37665","40","1883","Publish Message (id=40) [devices-1]"
"275117","2436.663620253","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"275119","2436.743425869","130.185.238.170","192.168.15.8","MQTT","70","1883","40","37665","Publish Ack (id=40)"
"276003","2441.239885729","192.168.15.8","130.185.238.170","MQTT","87","37665","41","1883","Publish Message (id=41) [devices-1]"
"276004","2441.318159986","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276010","2441.398170923","130.185.238.170","192.168.15.8","MQTT","70","1883","41","37665","Publish Ack (id=41)"
"276019","2443.375365753","192.168.15.8","130.185.238.170","MQTT","87","37665","42","1883","Publish Message (id=42) [devices-1]"
"276024","2443.454247233","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276028","2443.534079434","130.185.238.170","192.168.15.8","MQTT","70","1883","42","37665","Publish Ack (id=42)"
"276034","2444.662758354","192.168.15.8","130.185.238.170","MQTT","87","37665","43","1883","Publish Message (id=43) [devices-1]"
"276042","2444.741994598","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276045","2444.821880276","130.185.238.170","192.168.15.8","MQTT","70","1883","43","37665","Publish Ack (id=43)"
"276053","2446.729498838","192.168.15.8","130.185.238.170","MQTT","87","37665","44","1883","Publish Message (id=44) [devices-1]"
"276054","2446.810251076","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276056","2446.890095601","130.185.238.170","192.168.15.8","MQTT","70","1883","44","37665","Publish Ack (id=44)"
"276094","2450.315343538","192.168.15.8","130.185.238.170","MQTT","87","37665","45","1883","Publish Message (id=45) [devices-1]"
"276095","2450.394256222","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276097","2450.474186910","130.185.238.170","192.168.15.8","MQTT","70","1883","45","37665","Publish Ack (id=45)"
"276145","2451.520043474","192.168.15.8","130.185.238.170","MQTT","87","37665","46","1883","Publish Message (id=46) [devices-1]"
"276146","2451.598245070","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276148","2451.678157983","130.185.238.170","192.168.15.8","MQTT","70","1883","46","37665","Publish Ack (id=46)"
"276250","2456.131121784","192.168.15.8","130.185.238.170","MQTT","87","37665","47","1883","Publish Message (id=47) [devices-1]"
"276261","2456.210306795","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276263","2456.290249479","130.185.238.170","192.168.15.8","MQTT","70","1883","47","37665","Publish Ack (id=47)"
"276503","2460.543052466","192.168.15.8","130.185.238.170","MQTT","87","37665","48","1883","Publish Message (id=48) [devices-1]"
"276504","2460.623428622","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276506","2460.703311635","130.185.238.170","192.168.15.8","MQTT","70","1883","48","37665","Publish Ack (id=48)"
"276562","2463.223421340","192.168.15.8","130.185.238.170","MQTT","87","37665","49","1883","Publish Message (id=49) [devices-1]"
"276563","2463.303462045","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276565","2463.383275228","130.185.238.170","192.168.15.8","MQTT","70","1883","49","37665","Publish Ack (id=49)"
"276824","2469.070964763","192.168.15.8","130.185.238.170","MQTT","87","37665","50","1883","Publish Message (id=50) [devices-1]"
"276837","2469.150384169","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276839","2469.230704009","130.185.238.170","192.168.15.8","MQTT","70","1883","50","37665","Publish Ack (id=50)"
"276913","2471.637914045","192.168.15.8","130.185.238.170","MQTT","87","37665","51","1883","Publish Message (id=51) [devices-1]"
"276914","2471.718339507","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"276927","2471.798187659","130.185.238.170","192.168.15.8","MQTT","70","1883","51","37665","Publish Ack (id=51)"
"277077","2477.309937576","192.168.15.8","130.185.238.170","MQTT","87","37665","52","1883","Publish Message (id=52) [devices-1]"
"277079","2477.390343178","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277081","2477.470323757","130.185.238.170","192.168.15.8","MQTT","70","1883","52","37665","Publish Ack (id=52)"
"277199","2482.828023342","192.168.15.8","130.185.238.170","MQTT","87","37665","53","1883","Publish Message (id=53) [devices-1]"
"277200","2482.906447083","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277202","2482.986369061","130.185.238.170","192.168.15.8","MQTT","70","1883","53","37665","Publish Ack (id=53)"
"277206","2484.390529782","192.168.15.8","130.185.238.170","MQTT","87","37665","54","1883","Publish Message (id=54) [devices-1]"
"277207","2484.470461717","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277208","2484.470507653","192.168.15.8","130.185.238.170","MQTT","68","37665","","1883","Ping Request"
"277209","2484.550431513","130.185.238.170","192.168.15.8","MQTT","70","1883","54","37665","Publish Ack (id=54)"
"277211","2484.678354496","130.185.238.170","192.168.15.8","MQTT","68","1883","","37665","Ping Response"
"277244","2489.645175784","192.168.15.8","130.185.238.170","MQTT","87","37665","55","1883","Publish Message (id=55) [devices-1]"
"277245","2489.726361648","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277247","2489.806383912","130.185.238.170","192.168.15.8","MQTT","70","1883","55","37665","Publish Ack (id=55)"
"277268","2491.585250063","192.168.15.8","130.185.238.170","MQTT","87","37665","56","1883","Publish Message (id=56) [devices-1]"
"277274","2491.666552043","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277276","2491.746435715","130.185.238.170","192.168.15.8","MQTT","70","1883","56","37665","Publish Ack (id=56)"
"277330","2496.635958056","192.168.15.8","130.185.238.170","MQTT","87","37665","57","1883","Publish Message (id=57) [devices-1]"
"277332","2496.714483705","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277334","2496.794339881","130.185.238.170","192.168.15.8","MQTT","70","1883","57","37665","Publish Ack (id=57)"
"277445","2501.937497747","192.168.15.8","130.185.238.170","MQTT","87","37665","58","1883","Publish Message (id=58) [devices-1]"
"277450","2502.018646361","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277453","2502.098490124","130.185.238.170","192.168.15.8","MQTT","70","1883","58","37665","Publish Ack (id=58)"
"277500","2507.853513037","192.168.15.8","130.185.238.170","MQTT","87","37665","59","1883","Publish Message (id=59) [devices-1]"
"277501","2507.934627712","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277503","2508.015988904","130.185.238.170","192.168.15.8","MQTT","70","1883","59","37665","Publish Ack (id=59)"
"277566","2513.865166754","192.168.15.8","130.185.238.170","MQTT","87","37665","60","1883","Publish Message (id=60) [devices-1]"
"277567","2513.943074027","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277572","2514.022808428","130.185.238.170","192.168.15.8","MQTT","70","1883","60","37665","Publish Ack (id=60)"
"277616","2518.485544087","192.168.15.8","130.185.238.170","MQTT","87","37665","61","1883","Publish Message (id=61) [devices-1]"
"277617","2518.566833135","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277619","2518.646777164","130.185.238.170","192.168.15.8","MQTT","70","1883","61","37665","Publish Ack (id=61)"
"277673","2523.655325320","192.168.15.8","130.185.238.170","MQTT","87","37665","62","1883","Publish Message (id=62) [devices-1]"
"277675","2523.734893123","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277677","2523.814934800","130.185.238.170","192.168.15.8","MQTT","70","1883","62","37665","Publish Ack (id=62)"
"277754","2528.344443801","192.168.15.8","130.185.238.170","MQTT","87","37665","63","1883","Publish Message (id=63) [devices-1]"
"277755","2528.422721714","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277757","2528.502784913","130.185.238.170","192.168.15.8","MQTT","70","1883","63","37665","Publish Ack (id=63)"
"277848","2532.333664141","192.168.15.8","130.185.238.170","MQTT","87","37665","64","1883","Publish Message (id=64) [devices-1]"
"277851","2532.414921762","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277853","2532.494721484","130.185.238.170","192.168.15.8","MQTT","70","1883","64","37665","Publish Ack (id=64)"
"277913","2536.610599487","192.168.15.8","130.185.238.170","MQTT","87","37665","65","1883","Publish Message (id=65) [devices-1]"
"277917","2536.690843992","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277921","2536.770896011","130.185.238.170","192.168.15.8","MQTT","70","1883","65","37665","Publish Ack (id=65)"
"277973","2539.336378132","192.168.15.8","130.185.238.170","MQTT","87","37665","66","1883","Publish Message (id=66) [devices-1]"
"277974","2539.415065815","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"277976","2539.494950098","130.185.238.170","192.168.15.8","MQTT","70","1883","66","37665","Publish Ack (id=66)"
"278000","2542.301847101","192.168.15.8","130.185.238.170","MQTT","87","37665","67","1883","Publish Message (id=67) [devices-1]"
"278001","2542.383057560","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"278003","2542.462836585","130.185.238.170","192.168.15.8","MQTT","70","1883","67","37665","Publish Ack (id=67)"
"278045","2544.025627261","192.168.15.8","130.185.238.170","MQTT","87","37665","68","1883","Publish Message (id=68) [devices-1]"
"278046","2544.107124936","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"278048","2544.187048050","130.185.238.170","192.168.15.8","MQTT","70","1883","68","37665","Publish Ack (id=68)"
"278055","2545.188026302","192.168.15.8","130.185.238.170","MQTT","68","37665","","1883","Ping Request"
"278056","2545.266948233","130.185.238.170","192.168.15.8","MQTT","68","1883","","37665","Ping Response"
"278078","2547.576455158","192.168.15.8","130.185.238.170","MQTT","87","37665","69","1883","Publish Message (id=69) [devices-1]"
"278079","2547.655000281","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"278086","2547.735101231","130.185.238.170","192.168.15.8","MQTT","70","1883","69","37665","Publish Ack (id=69)"
"278157","2552.953389228","192.168.15.8","130.185.238.170","MQTT","87","37665","70","1883","Publish Message (id=70) [devices-1]"
"278164","2553.031141642","130.185.238.170","192.168.15.8","MQTT","85","1883","","37665","Publish Message [devices-1]"
"278168","2553.111717078","130.185.238.170","192.168.15.8","MQTT","70","1883","70","37665","Publish Ack (id=70)"
